公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,8866988,8261376,8003992,7.33,10.78,80153087,85203365,-5.92,-
1102,亞泥,5331778,5513659,5547070,-3.29,-3.88,54948656,60568295,-9.27,-
1103,嘉泥,353438,299070,297423,18.17,18.83,2757087,2576391,7.01,-
1104,環泥,410515,385127,453342,6.59,-9.44,4158357,4686126,-11.26,-
1108,幸福,339521,393978,426840,-13.82,-20.45,3897193,4593337,-15.15,-
1109,信大,441025,364969,360541,20.83,22.32,3831697,3991042,-3.99,-
1110,東泥,137849,110525,161982,24.72,-14.89,1336085,1683503,-20.63,-
1201,味全,1296935,1522441,1549255,-14.81,-16.28,16120185,19507971,-17.36,-
1203,味王,523133,519767,568109,0.64,-7.91,5785545,6319705,-8.45,-
1210,大成,6915358,6502286,6419347,6.35,7.72,68630503,72060762,-4.76,-
1213,大飲,46399,39048,40769,18.82,13.8,621126,686303,-9.49,-
1215,卜蜂,1581359,1540044,1326141,2.68,19.24,16449250,15129565,8.72,-
1216,統一,30631842,33945525,31056448,-9.76,-1.36,383599821,386162825,-0.66,-
1217,愛之味,246358,257937,235723,-4.48,4.51,3817744,4317336,-11.57,-
1218,泰山,651496,666446,596740,-2.24,9.17,7512553,7524428,-0.15,-
1219,福壽,1037996,894761,851050,16.0,21.96,9950674,8950324,11.17,-
1220,台榮,295492,254440,286959,16.13,2.97,2675210,3015133,-11.27,-
1225,福懋油,1014391,941735,900226,7.71,12.68,9883940,9949924,-0.66,-
1227,佳格,2480981,1883037,1896134,31.75,30.84,23911014,22976578,4.06,-
1229,聯華,447559,395946,454025,13.03,-1.42,4792017,4836755,-0.92,-
1231,聯華食,532061,510753,458240,4.17,16.1,5997780,5841390,2.67,-
1232,大統益,1584245,1522468,1434075,4.05,10.47,15832425,16220186,-2.39,-
1233,天仁,191494,159467,194491,20.08,-1.54,1951524,1964949,-0.68,-
1234,黑松,629172,818890,466030,-23.16,35.0,8077576,5745259,40.59,-
1235,興泰,5070,6922,7826,-26.75,-35.21,114382,97762,17.0,-
1236,宏亞,170042,158127,159281,7.53,6.75,1802550,2034325,-11.39,-
1702,南僑,1376667,1312066,1275104,4.92,7.96,14697658,14032484,4.74,-
1737,臺鹽,224075,225807,209149,-0.76,7.13,2547536,2547933,-0.01,-
1301,台塑,17420621,15132776,14403782,15.11,20.94,162279497,176694082,-8.15,-
1303,南亞,24350119,22769489,21968822,6.94,10.83,249733633,278003139,-10.16,-
1304,台聚,4990324,4386303,4191198,13.77,19.06,48142630,48257628,-0.23,-
1305,華夏,1286253,1038061,1180349,23.9,8.97,12977682,12814458,1.27,-
1307,三芳,922743,975090,900403,-5.36,2.48,10182744,10455762,-2.61,-
1308,亞聚,569210,467221,476983,21.82,19.33,5059014,4659282,8.57,-
1309,台達化,1598294,1421600,1220567,12.42,30.94,14732316,15678551,-6.03,-
1310,台苯,1267841,1153534,1174071,9.9,7.98,12688443,12046861,5.32,-
1312,國喬,1886182,1798221,1598969,4.89,17.96,17801033,18572064,-4.15,-
1313,聯成,4853600,4187541,3320514,15.9,46.17,37919400,40139408,-5.53,-
1314,中石化,1842149,2295220,1483775,-19.73,24.15,23222406,24332734,-4.56,-
1315,達新,220177,208363,223720,5.66,-1.58,2658580,2513379,5.77,-
1321,大洋,369670,368798,279925,0.23,32.06,4041751,4278793,-5.53,-
1323,永裕,266099,251178,279173,5.94,-4.68,2866691,2832578,1.2,-
1324,地球,114196,107146,104036,6.57,9.76,1131170,1171001,-3.4,-
1325,恆大,93722,74618,92238,25.6,1.6,894603,1001865,-10.7,-
1326,台化,27077227,26143482,26580556,3.57,1.86,290234230,303178330,-4.26,-
4306,炎洲,1495329,1660961,1424751,-9.97,4.95,17191309,16363588,5.05,-
1402,遠東新,18205417,18223348,17718060,-0.09,2.75,195887254,198073073,-1.1,-
1409,新纖,3054758,2959400,3075271,3.22,-0.66,31425592,33803206,-7.03,-
1410,南染,50560,44980,51264,12.4,-1.37,550302,577928,-4.78,-
1413,宏洲,193358,164392,205166,17.62,-5.75,1970407,2325408,-15.26,-
1414,東和,79896,85786,74990,-6.86,6.54,907357,987629,-8.12,-
1417,嘉裕,209895,206863,354965,1.46,-40.86,2704513,3289718,-17.78,-
1418,東華,179868,160908,130478,11.78,37.85,1621068,1268157,27.82,-
1419,新紡,137758,153822,116178,-10.44,18.57,1233520,1022119,20.68,-
1423,利華,45052,57829,37672,-22.09,19.59,601946,599928,0.33,-
1434,福懋,3116077,3225615,3195854,-3.39,-2.49,36667151,39548399,-7.28,-
1439,中和,36667,25777,38187,42.24,-3.98,324445,342587,-5.29,-
1440,南紡,1655614,1650926,1671225,0.28,-0.93,17772757,19910281,-10.73,-
1441,大東,117667,120637,133207,-2.46,-11.66,1450858,1701322,-14.72,-
1443,立益,135630,110591,122487,22.64,10.73,1144845,1206767,-5.13,-
1444,力麗,831288,752813,814150,10.42,2.1,8717673,9558835,-8.79,-
1445,大宇,141009,136183,146526,3.54,-3.76,1519700,1683705,-9.74,-
1446,宏和,41848,58222,71763,-28.12,-41.68,889082,780183,13.95,-
1447,力鵬,1233921,1197465,1158887,3.04,6.47,12824327,15656026,-18.08,-
1449,佳和,216518,263020,212850,-17.68,1.72,2711621,2732528,-0.76,-
1451,年興,1013062,995917,1076153,1.72,-5.86,11857175,11646101,1.81,-
1452,宏益,168053,160858,153259,4.47,9.65,1787578,1824186,-2.0,-
1453,大將,3278,3884,3038,-15.6,7.89,49422,314237,-84.27,本年累計營收減少，係因北投首驛建案去年累計有13戶交屋入帳，而本年累計並無建案入帳。
1454,台富,172310,149797,159133,15.02,8.28,1696875,1908371,-11.08,-
1455,集盛,1206482,1065073,1146429,13.27,5.23,11709969,13788519,-15.07,-
1456,怡華,37031,34940,38852,5.98,-4.68,414698,528738,-21.56,-
1457,宜進,371465,313926,433524,18.32,-14.31,4126497,3993534,3.32,-
1459,聯發,275704,249948,332570,10.3,-17.09,2658429,3617350,-26.5,-
1460,宏遠,833331,859164,725141,-3.0,14.91,8103802,7576076,6.96,-
1463,強盛,36274,45138,35455,-19.63,2.3,461328,463106,-0.38,-
1464,得力,734224,739327,714935,-0.69,2.69,6802693,6377462,6.66,-
1465,偉全,173602,166118,192121,4.5,-9.63,1807704,2167071,-16.58,-
1466,聚隆,307648,265183,285420,16.01,7.78,3292599,3752042,-12.24,-
1467,南緯,569162,556407,547401,2.29,3.97,6572386,6630268,-0.87,-
1468,昶和,45639,36999,40373,23.35,13.04,520505,524239,-0.71,-
1470,大統新創,66662,53835,56850,23.82,17.25,624020,702570,-11.18,-
1472,三洋紡,90092,78671,54588,14.51,65.03,718435,705763,1.79,本月營收增減百分比較去年同期增加達50％以上主係聚丙烯類產品旺季延長，出貨增加所致。
1473,台南,448854,572314,545131,-21.57,-17.66,8576287,8348804,2.72,-
1474,弘裕,280993,248889,262042,12.89,7.23,2939126,3145012,-6.54,-
1475,業旺,13134,15836,18214,-17.06,-27.89,167775,202048,-16.96,-
1476,儒鴻,2411295,2192801,2387406,9.96,1.0,22284074,23341939,-4.53,-
1477,聚陽,1303914,1997651,1418965,-34.72,-8.1,20377182,21557606,-5.47,-
4414,如興,168968,224367,252691,-24.69,-33.13,2483284,2168022,14.54,-
4426,利勤,169012,211232,191731,-19.98,-11.84,2310639,1945378,18.77,-
4438,廣越,504359,669748,425803,-24.69,18.44,8569360,8948056,-4.23,-
1503,士電,1967825,1745714,1477451,12.72,33.19,19263452,17960991,7.25,-
1504,東元,4529172,4244355,3937742,6.71,15.01,45400334,44100623,2.94,-
1506,正道,130494,128698,135916,1.39,-3.98,1418819,1417441,0.09,-
1507,永大,1564130,1450943,1906937,7.8,-17.97,17768890,21399297,-16.96,此為本公司自結數
1513,中興電,1305010,923947,815209,41.24,60.08,11071111,9106457,21.57,本月營收較去年同期增加，主要係設備銷售依合約於11月完成驗交貨認列收入所致。
1514,亞力,293785,265711,278566,10.56,5.46,3574151,3181321,12.34,-
1515,力山,305393,300981,235191,1.46,29.84,3365013,3193961,5.35,-
1517,利奇,218750,204906,271001,6.75,-19.28,2553190,3127919,-18.37,-
1519,華城,475741,364361,425651,30.56,11.76,5206975,4426962,17.61,-
1526,日馳,86837,72654,61420,19.52,41.38,856852,817876,4.76,-
1527,鑽全,286092,273127,227208,4.74,25.91,3667917,3129929,17.18,-
1528,恩德,259076,276516,280649,-6.3,-7.68,3357969,2924392,14.82,-
1529,樂士,5526,8464,17207,-34.71,-67.88,184140,78854,133.52,"去年11月,因有太陽能發電器材銷貨,累計部份,因今年有承建太陽能發電場"
1530,亞崴,341561,335722,300130,1.73,13.8,3269662,3473318,-5.86,-
1531,高林股,164888,147838,168596,11.53,-2.19,2194532,2344118,-6.38,-
1532,勤美,1123917,1424050,1436291,-21.07,-21.74,13548974,15681483,-13.59,-
1535,中宇,910108,493316,898773,84.48,1.26,7688872,8826657,-12.89,-
1537,廣隆,617872,585404,584338,5.54,5.73,6396921,6408037,-0.17,-
1538,正峰,59947,55118,44211,8.76,35.59,620749,696769,-10.91,-
1539,巨庭,240832,260716,168031,-7.62,43.32,2729003,2535209,7.64,-
1540,喬福,30981,33420,44948,-7.29,-31.07,476319,801424,-40.56,-
1541,錩泰,292199,227658,157028,28.34,86.08,3167899,2641587,19.92,客戶促銷出貨增加
1558,伸興,452499,446853,470991,1.26,-3.92,5570095,5606198,-0.64,-
1560,中砂,391179,361863,304497,8.1,28.46,3737715,3722436,0.41,-
1583,程泰,553732,538183,553220,2.88,0.09,5730158,6520973,-12.12,-
1597,直得,80565,79255,72196,1.65,11.59,884792,911908,-2.97,-
2049,上銀,1513034,1455771,982102,3.93,54.06,14524262,13925210,4.3,景氣復甦、新產品效益顯現及業務積極拓展，致營收較去年同期成長54.06%
2241,艾姆勒,33669,39135,35357,-13.96,-4.77,457026,270650,68.86,本年度增加係依因客戶需求增加
2371,大同,6997586,6784485,7590188,3.14,-7.8,70518929,87156832,-19.08,-
3167,大量,169493,196422,139486,-13.7,21.51,1797142,1771862,1.42,-
4526,東台,943022,831885,699136,13.35,34.88,8441603,8226193,2.61,-
4532,瑞智,1332877,1098018,1125373,21.38,18.43,15689356,14166764,10.74,-
4540,全球傳動,164688,160634,102857,2.52,60.11,1561567,1501862,3.97,"民國104年度營收金額偏低,主要係遷廠所致,但今年度無此情形,故營收金額回復至正常水準。"
4555,氣立,86979,82247,84468,5.75,2.97,1135404,1263176,-10.11,-
4562,穎漢,144664,136872,79457,5.69,82.06,1227027,1097575,11.79,本月份營業收入較去年同期增加82%，係為本月機台銷售較多所致。
4564,元翎,152984,185061,144223,-17.33,6.07,1792604,1355025,32.29,-
4566,時碩工業,260417,0,201587,,29.18,2423892,2021226,19.92,-
8222,寶一,56264,57082,65483,-1.43,-14.07,865864,808729,7.06,-
8374,羅昇,318841,311927,285034,2.21,11.86,3333887,3486514,-4.37,-
8996,高力,220379,240729,139639,-8.45,57.82,2468746,1921379,28.48,熱能產品營收成長
