公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,9134465,不適用,7125036,不適用,28.2,9134465,7125036,28.2,-
1102,亞泥,6018213,不適用,3880184,不適用,55.1,6018213,3880184,55.1,-
1103,嘉泥,288455,不適用,355452,不適用,-18.84,288455,355452,-18.84,-
1104,環泥,486481,不適用,318999,不適用,52.5,486481,318999,52.5,-
1108,幸福,481802,不適用,286229,不適用,68.32,481802,286229,68.32,-
1109,信大,383780,不適用,243533,不適用,57.58,383780,243533,57.58,-
1110,東泥,179660,不適用,115517,不適用,55.52,179660,115517,55.52,-
1201,味全,2293196,不適用,2026760,不適用,13.14,2293196,2026760,13.14,-
1203,味王,540783,不適用,459259,不適用,17.75,540783,459259,17.75,-
1210,大成,7783821,不適用,6701976,不適用,16.14,7783821,6701976,16.14,-
1213,大飲,72725,不適用,83205,不適用,-12.59,72725,83205,-12.59,-
1215,卜蜂,1570413,不適用,1411388,不適用,11.26,1570413,1411388,11.26,-
1216,統一,39905963,不適用,33076294,不適用,20.64,39905963,33076294,20.64,-
1217,愛之味,284578,不適用,256550,不適用,10.92,284578,256550,10.92,-
1218,泰山,970549,不適用,808101,不適用,20.1,970549,808101,20.1,-
1219,福壽,964510,不適用,785807,不適用,22.74,964510,785807,22.74,-
1220,台榮,266748,不適用,235370,不適用,13.33,266748,235370,13.33,-
1225,福懋油,1298985,不適用,1028946,不適用,26.24,1298985,1028946,26.24,-
1227,佳格,2774413,不適用,2043282,不適用,35.78,2774413,2043282,35.78,-
1229,聯華,508575,不適用,413244,不適用,23.06,508575,413244,23.06,-
1231,聯華食,747250,不適用,522306,不適用,43.06,747250,522306,43.06,-
1232,大統益,1881684,不適用,1329946,不適用,41.48,1881684,1329946,41.48,-
1233,天仁,198521,不適用,231709,不適用,-14.32,198521,231709,-14.32,-
1234,黑松,600122,不適用,577950,不適用,3.83,600122,577950,3.83,-
1235,興泰,17529,不適用,21059,不適用,-16.76,17529,21059,-16.76,-
1236,宏亞,397763,不適用,256873,不適用,54.84,397763,256873,54.84,-
1702,南僑,1127371,不適用,899162,不適用,25.38,1127371,899162,25.38,-
1737,臺鹽,214216,不適用,175498,不適用,22.06,214216,175498,22.06,-
1301,台塑,17883085,不適用,14589809,不適用,22.57,17883085,14589809,22.57,-
1303,南亞,27882460,不適用,23861149,不適用,16.85,27882460,23861149,16.85,-
1304,台聚,4651654,不適用,4091511,不適用,13.69,4651654,4091511,13.69,-
1305,華夏,1197222,不適用,1234286,不適用,-3.0,1197222,1234286,-3.0,-
1307,三芳,866076,不適用,628419,不適用,37.81,866076,628419,37.81,-
1308,亞聚,451751,不適用,359988,不適用,25.49,451751,359988,25.49,-
1309,台達化,1505631,不適用,1132368,不適用,32.96,1505631,1132368,32.96,-
1310,台苯,1212297,不適用,1622962,不適用,-25.3,1212297,1622962,-25.3,-
1312,國喬,1737216,不適用,1845461,不適用,-5.86,1737216,1845461,-5.86,-
1313,聯成,4545953,不適用,2885737,不適用,57.53,4545953,2885737,57.53,-
1314,中石化,2578609,不適用,3269110,不適用,-21.12,2578609,3269110,-21.12,-
1315,達新,245414,不適用,247617,不適用,-0.88,245414,247617,-0.88,-
1321,大洋,493373,不適用,309835,不適用,59.23,493373,309835,59.23,-
1323,永裕,281630,不適用,215587,不適用,30.63,281630,215587,30.63,-
1324,地球,123475,不適用,97856,不適用,26.18,123475,97856,26.18,-
1325,恆大,105503,不適用,92282,不適用,14.32,105503,92282,14.32,-
1326,台化,35869842,不適用,32575569,不適用,10.11,35869842,32575569,10.11,-
4306,炎洲,1566786,不適用,1211329,不適用,29.34,1566786,1211329,29.34,-
1402,遠東新,20245463,不適用,19158416,不適用,5.67,20245463,19158416,5.67,無
1409,新纖,3562137,不適用,3034705,不適用,17.38,3562137,3034705,17.38,-
1410,南染,48894,不適用,36232,不適用,34.94,48894,36232,34.94,-
1413,宏洲,376224,不適用,262743,不適用,43.19,376224,262743,43.19,-
1414,東和,90070,不適用,92361,不適用,-2.48,90070,92361,-2.48,-
1417,嘉裕,298562,不適用,325690,不適用,-8.32,298562,325690,-8.32,-
1418,東華,164542,不適用,235020,不適用,-29.98,164542,235020,-29.98,-
1419,新紡,58138,不適用,68547,不適用,-15.18,58138,68547,-15.18,-
1423,利華,91974,不適用,82386,不適用,11.63,91974,82386,11.63,-
1434,福懋,3837836,不適用,3872598,不適用,-0.89,3837836,3872598,-0.89,-
1439,中和,45465,不適用,64196,不適用,-29.17,45465,64196,-29.17,-
1440,南紡,1912555,不適用,1404892,不適用,36.13,1912555,1404892,36.13,-
1441,大東,127963,不適用,114077,不適用,12.17,127963,114077,12.17,-
1443,立益,149252,不適用,108607,不適用,37.42,149252,108607,37.42,-
1444,力麗,1087028,不適用,919956,不適用,18.16,1087028,919956,18.16,-
1445,大宇,150928,不適用,148517,不適用,1.62,150928,148517,1.62,-
1446,宏和,81895,不適用,42691,不適用,91.83,81895,42691,91.83,-
1447,力鵬,2510288,不適用,2225463,不適用,12.79,2510288,2225463,12.79,-
1449,佳和,263171,不適用,181266,不適用,45.18,263171,181266,45.18,-
1451,年興,1072096,不適用,866088,不適用,23.78,1072096,866088,23.78,-
1452,宏益,197949,不適用,156464,不適用,26.51,197949,156464,26.51,-
1453,大將,15742,不適用,8289,不適用,89.91,15742,8289,89.91,-
1454,台富,165690,不適用,155796,不適用,6.35,165690,155796,6.35,-
1455,集盛,1450849,不適用,1454966,不適用,-0.28,1450849,1454966,-0.28,-
1456,怡華,64433,不適用,143313,不適用,-55.04,64433,143313,-55.04,-
1457,宜進,344576,不適用,424104,不適用,-18.75,344576,424104,-18.75,-
1459,聯發,378626,不適用,224147,不適用,68.91,378626,224147,68.91,-
1460,宏遠,590931,不適用,553510,不適用,6.76,590931,553510,6.76,-
1463,強盛,64050,不適用,27797,不適用,130.42,64050,27797,130.42,-
1464,得力,352011,不適用,289323,不適用,21.66,352011,289323,21.66,-
1465,偉全,219758,不適用,160862,不適用,36.61,219758,160862,36.61,-
1466,聚隆,480806,不適用,520399,不適用,-7.6,480806,520399,-7.6,-
1467,南緯,609589,不適用,543498,不適用,12.16,609589,543498,12.16,-
1468,昶和,64532,不適用,56894,不適用,13.42,64532,56894,13.42,-
1470,大統新創,61107,不適用,46574,不適用,31.2,61107,46574,31.2,-
1472,三洋紡,89032,不適用,100281,不適用,-11.21,89032,100281,-11.21,-
1473,台南,924317,不適用,1042103,不適用,-11.3,924317,1042103,-11.3,-
1474,弘裕,320835,不適用,240171,不適用,33.58,320835,240171,33.58,-
1475,業旺,21731,不適用,27451,不適用,-20.83,21731,27451,-20.83,-
1476,儒鴻,1403468,不適用,904405,不適用,55.18,1403468,904405,55.18,-
1477,聚陽,1502596,不適用,1508664,不適用,-0.4,1502596,1508664,-0.4,-
4414,如興,226479,不適用,236655,不適用,-4.29,226479,236655,-4.29,-
4426,利勤,86092,不適用,39958,不適用,115.45,86092,39958,115.45,-
1503,士電,1663694,不適用,1580778,不適用,5.24,1663694,1580778,5.24,-
1504,東元,4788846,不適用,3594487,不適用,33.22,4788846,3594487,33.22,-
1506,正道,120578,不適用,132225,不適用,-8.8,120578,132225,-8.8,-
1507,永大,1490101,不適用,1090101,不適用,36.69,1490101,1090101,36.69,此為本公司自結數
1513,中興電,735066,不適用,764819,不適用,-3.89,735066,764819,-3.89,-
1514,亞力,327758,不適用,287290,不適用,14.08,327758,287290,14.08,-
1515,力山,312233,不適用,204169,不適用,52.92,312233,204169,52.92,-
1517,利奇,385532,不適用,288173,不適用,33.78,385532,288173,33.78,-
1519,華城,258433,不適用,101889,不適用,153.64,258433,101889,153.64,-
1526,日馳,64928,不適用,43290,不適用,49.98,64928,43290,49.98,-
1527,鑽全,184083,不適用,225775,不適用,-18.46,184083,225775,-18.46,-
1528,恩德,182590,不適用,151876,不適用,20.22,182590,151876,20.22,-
1529,樂士,5569,不適用,3825,不適用,45.59,5569,3825,45.59,-
1530,亞崴,224341,不適用,268005,不適用,-16.29,224341,268005,-16.29,-
1531,高林股,279711,不適用,274396,不適用,1.93,279711,274396,1.93,-
1532,勤美,1093819,不適用,968524,不適用,12.93,1093819,968524,12.93,-
1535,中宇,1006329,不適用,553596,不適用,81.78,1006329,553596,81.78,-
1537,廣隆,489999,不適用,370686,不適用,32.18,489999,370686,32.18,-
1538,正峰,57237,不適用,61535,不適用,-6.98,57237,61535,-6.98,-
1539,巨庭,172296,不適用,121162,不適用,42.2,172296,121162,42.2,-
1540,喬福,68543,不適用,144095,不適用,-52.43,68543,144095,-52.43,-
1541,錩泰,130001,不適用,186188,不適用,-30.17,130001,186188,-30.17,-
1558,伸興,385764,不適用,294954,不適用,30.78,385764,294954,30.78,-
1560,中砂,333674,不適用,302006,不適用,10.48,333674,302006,10.48,-
1583,程泰,393770,不適用,447097,不適用,-11.92,393770,447097,-11.92,-
1597,直得,49668,不適用,44693,不適用,11.13,49668,44693,11.13,-
2049,上銀,848198,不適用,736987,不適用,15.08,848198,736987,15.08,-
2371,大同,9293659,不適用,8785144,不適用,5.78,9293659,8785144,5.78,-
3167,大量,110325,不適用,134239,不適用,-17.81,110325,134239,-17.81,-
4526,東台,406712,不適用,409697,不適用,-0.72,406712,409697,-0.72,-
4532,瑞智,1266872,不適用,1153559,不適用,9.82,1266872,1153559,9.82,-
8374,羅昇,312576,不適用,171063,不適用,82.72,312576,171063,82.72,-
8996,高力,181141,不適用,114493,不適用,58.21,181141,114493,58.21,-
1603,華電,172921,不適用,131466,不適用,31.53,172921,131466,31.53,-
1604,聲寶,1040662,不適用,1058807,不適用,-1.71,1040662,1058807,-1.71,-
1605,華新,12266122,不適用,10507143,不適用,16.74,12266122,10507143,16.74,-
1608,華榮,953072,不適用,602967,不適用,58.06,953072,602967,58.06,-
1609,大亞,1519130,不適用,980136,不適用,54.99,1519130,980136,54.99,-
1611,中電,498366,不適用,551584,不適用,-9.64,498366,551584,-9.64,-
1612,宏泰,358714,不適用,320641,不適用,11.87,358714,320641,11.87,-
1614,三洋電,458162,不適用,730241,不適用,-37.25,458162,730241,-37.25,-
1615,大山,277763,不適用,269358,不適用,3.12,277763,269358,3.12,-
1616,億泰,239593,不適用,268479,不適用,-10.75,239593,268479,-10.75,-
1617,榮星,341443,不適用,267967,不適用,27.41,341443,267967,27.41,-
