公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,11678701,11211942,11784150,4.16,-0.89,110452510,113194808,-2.42,-
1102,亞泥,8000839,7016219,7626297,14.03,4.91,81226325,76199623,6.59,-
1103,嘉泥,186042,176879,183786,5.18,1.22,1725914,1857394,-7.07,-
1104,環泥,493403,503315,421815,-1.96,16.97,4548073,4315498,5.38,-
1108,幸福,345873,348338,269955,-0.7,28.12,3353847,3030620,10.66,-
1109,信大,870651,638725,546290,36.31,59.37,7129805,5993178,18.96,大陸子公司銷售數量較去年同期增加
1110,東泥,151996,143344,138622,6.03,9.64,1434156,1492553,-3.91,-
1201,味全,1557497,1739332,1633866,-10.45,-4.67,18729640,17905542,4.6,-
1203,味王,585177,514106,506912,13.82,15.43,5844140,5554978,5.2,-
1210,大成,6902836,6863541,6735632,0.57,2.48,71108595,66405448,7.08,-
1213,大飲,24689,27127,26745,-8.98,-7.68,406798,564461,-27.93,-
1215,卜蜂,1856161,1908232,1765886,-2.72,5.11,19339751,19444072,-0.53,-
1216,統一,34315274,36972407,33229601,-7.18,3.26,414642826,398887399,3.94,-
1217,愛之味,277877,284230,269672,-2.23,3.04,4176573,4052940,3.05,-
1218,泰山,582987,690997,635927,-15.63,-8.32,7470425,7443836,0.35,-
1219,福壽,976184,1083064,996487,-9.86,-2.03,11103988,10730526,3.48,-
1220,台榮,290788,309104,280415,-5.92,3.69,2675400,2473719,8.15,-
1225,福懋油,872342,1023560,1029697,-14.77,-15.28,9734272,10307143,-5.55,-
1227,佳格,3406880,2305665,2519735,47.76,35.2,27117441,23918530,13.37,-
1229,聯華,649360,716226,452166,-9.33,43.61,7342173,4645490,58.04,本公司本年度合併營收成長主因自4月起納入子公司神通電腦及神通資訊營收所致。
1231,聯華食,665580,695551,675148,-4.3,-1.41,7677254,7323676,4.82,-
1232,大統益,1438896,1486022,1466021,-3.17,-1.85,15534247,15485475,0.31,-
1233,天仁,210241,176532,191187,19.09,9.96,2069075,2013225,2.77,-
1234,黑松,746375,729907,718541,2.25,3.87,8228081,8436774,-2.47,-
1235,興泰,1886,10207,2081,-81.52,-9.37,60071,55424,8.38,-
1236,宏亞,165237,149497,153437,10.52,7.69,1590761,1716628,-7.33,-
1702,南僑,1568899,1511382,1566253,3.8,0.16,16507505,16506704,0.0,-
1737,臺鹽,225411,242350,222741,-6.98,1.19,2638728,2741013,-3.73,-
