公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,9816025,9951133,10060975,-1.35,-2.43,88684641,82885470,6.99,-
1102,亞泥,6506670,6631880,5879394,-1.88,10.66,57278328,49730368,15.17,-
1103,嘉泥,337047,325227,314563,3.63,7.14,2817911,2737420,2.94,-
1104,環泥,463181,452066,448691,2.45,3.22,4242326,3760641,12.8,-
1108,幸福,407238,415985,387362,-2.1,5.13,3732237,3521251,5.99,-
1109,信大,357704,228122,367941,56.8,-2.78,3629205,2911969,24.63,-
1110,東泥,180353,139921,161952,28.89,11.36,1485757,1448873,2.54,-
1201,味全,2422226,2598207,2642063,-6.77,-8.32,21856195,22718060,-3.79,-
1203,味王,311388,601374,521744,-48.22,-40.31,4575760,4686177,-2.35,-
1210,大成,7975042,7704769,8121104,3.5,-1.79,67688575,65318453,3.62,-
1213,大飲,57141,83195,58460,-31.31,-2.25,567854,591632,-4.01,-
1215,卜蜂,1509859,1543281,1667967,-2.16,-9.47,13008758,13404793,-2.95,-
1216,統一,36661811,38157609,35846642,-3.92,2.27,327395425,325453064,0.59,-
1217,愛之味,425251,537737,415275,-20.91,2.4,3509812,3570365,-1.69,-
1218,泰山,820713,885963,767613,-7.36,6.91,7105383,7265082,-2.19,-
1219,福壽,906692,908118,872071,-0.15,3.96,7802112,7730702,0.92,-
1220,台榮,298897,298197,286383,0.23,4.36,2501743,2556479,-2.14,-
1225,福懋油,1007374,1051380,1069826,-4.18,-5.83,9150565,10622582,-13.85,-
1227,佳格,2044921,1952307,2103415,4.74,-2.78,15792969,15090861,4.65,-
1229,聯華,430406,443740,429951,-3.0,0.1,3913388,3924779,-0.29,-
1231,聯華食,506488,553305,389291,-8.46,30.1,4380197,4019155,8.98,-
1232,大統益,1847323,1749147,1637724,5.61,12.79,16344542,14700292,11.18,-
1233,天仁,168987,196715,187607,-14.09,-9.92,1607314,1528794,5.13,-
1234,黑松,587848,663404,615620,-11.38,-4.51,4688910,5321805,-11.89,-
1235,興泰,17755,16531,20518,7.4,-13.46,145605,189847,-23.3,-
1236,宏亞,209475,232611,305164,-9.94,-31.35,1753667,1860308,-5.73,-
1702,南僑,1333210,1355460,1229422,-1.64,8.44,11045164,9942504,11.09,-
1737,臺鹽,224005,216913,208795,3.26,7.28,1950338,1793426,8.74,-
1301,台塑,17153480,18239356,16374212,-5.95,4.75,166359729,159479008,4.31,-
1303,南亞,27086411,28175320,26063016,-3.86,3.92,245576449,230543005,6.52,-
1304,台聚,5630348,5275015,5196426,6.73,8.35,46462376,43599229,6.56,-
1305,華夏,1314360,1146468,1109555,14.64,18.45,11340075,10716790,5.81,-
1307,三芳,1023209,915418,983107,11.77,4.07,8337812,7842204,6.31,-
1308,亞聚,462861,496062,540620,-6.69,-14.38,4383988,4125188,6.27,-
1309,台達化,2003900,1863571,2077436,7.53,-3.53,15913327,16105242,-1.19,-
1310,台苯,1180383,1642887,1626233,-28.15,-27.41,14596122,15940185,-8.43,-
1312,國喬,2041654,2185670,2229507,-6.58,-8.42,18739540,19637870,-4.57,-
1313,聯成,4331504,4537908,4364856,-4.54,-0.76,40111911,38095333,5.29,-
1314,中石化,2782922,3041546,3048807,-8.5,-8.72,25884937,26384510,-1.89,-
