公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1101,台泥,2032715,2091998,2137908,-2.83,-4.92,7600356,7972317,-4.66
1102,亞泥,1057323,1138840,926706,-7.15,14.09,3830075,3357956,14.05
1103,嘉泥,128163,111881,89735,14.55,42.82,401928,520087,-22.71
1104,環球水泥,296213,342114,286879,-13.41,3.25,1139800,1126418,1.18
1108,幸福水泥,263270,302759,316469,-13.04,-16.81,1031588,1054706,-2.19
1109,信大水泥,166291,155201,142568,7.14,16.63,557123,455602,22.28
1110,東泥,118461,136957,122392,-13.5,-3.21,500284,475239,5.26
1201,味全公司,1207477,1244891,1123263,-3.0,7.49,4589632,4225234,8.62
1203,味王公司,159584,162441,179230,-1.75,-10.96,644881,700298,-7.91
1210,大成長城,1806962,2054665,1894525,-12.05,-4.62,7533447,7607282,-0.97
1213,大飲,49253,40941,49441,20.3,-0.38,219492,201172,9.1
1215,卜蜂企業,1128133,1255365,1242025,-10.13,-9.16,4835714,4796402,0.81
1216,統一,3717544,3864868,4192389,-3.81,-11.32,14930198,16503605,-9.53
1217,愛之味,220641,332610,210202,-33.66,4.96,898533,965342,-6.92
1218,泰山企業,664873,631005,584656,5.36,13.72,2396119,2355093,1.74
1219,福壽實業,818072,872715,771072,-6.26,6.09,3164743,3066313,3.21
1220,台榮,257285,238848,230095,7.71,11.81,896802,912332,-1.7
1225,福懋油,930435,911524,740853,2.07,25.58,3238433,3000191,7.94
1227,佳格,969553,905890,1013557,7.02,-4.34,3983761,4310716,-7.58
1229,聯華實業,334161,345395,350722,-3.25,-4.72,1278597,1305281,-2.04
1231,聯華食品,369737,377166,394780,-1.96,-6.34,1708257,1734376,-1.5
1232,大統益,1391499,1397046,1388025,-0.39,0.25,5308894,5474603,-3.02
1233,天仁,152206,146229,152515,4.08,-0.2,669068,681967,-1.89
1234,黑松,398442,448658,382091,-11.19,4.27,1808013,1797723,0.57
1235,興泰,29280,29974,24593,-2.31,19.05,108999,108979,0.01
1236,宏亞食品,128476,150016,145430,-14.35,-11.65,667545,818989,-18.49
1702,南僑化工,208838,203698,179285,2.52,16.48,776912,768567,1.08
1737,臺鹽,189806,176673,187183,7.43,1.4,725313,852231,-14.89
1301,台塑,15042522,17695633,18220577,-14.99,-17.44,62376472,70352307,-11.33
1303,南亞塑膠,15084077,16662761,19135226,-9.47,-21.17,63039310,77724032,-18.89
1304,台聚,1100244,1164931,1289775,-5.55,-14.69,4168883,4782740,-12.83
1305,華夏,624330,744747,918915,-16.16,-32.05,2741459,3313676,-17.26
1307,三芳化工,617499,671310,663190,-8.01,-6.88,2378752,2388086,-0.39
1308,亞聚,451151,485097,678845,-6.99,-33.54,1789618,2542122,-29.6
1309,台達化工,871066,823849,1045075,5.73,-16.65,3334782,3910624,-14.72
1310,台苯,1048332,1142856,1003766,-8.27,4.43,4742708,4425291,7.17
