公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,11561838,10834889,9919269,6.7,16.55,38286284,34052051,12.43,-
1102,亞泥,6735805,7078477,5930748,-4.84,13.57,23003890,19930073,15.42,-
1103,嘉泥,385738,404642,365204,-4.67,5.62,1405133,1106392,27.0,本年累計營收較去年同期增加主係大陸子公司水泥銷售較去年增加，去年停窯檢修天數較長銷售量較少且本年銷售價格及量有成長。
1104,環泥,499672,532118,394631,-6.09,26.61,1878833,1642704,14.37,-
1108,幸福,457432,466684,362054,-1.98,26.34,1674071,1565709,6.92,-
1109,信大,493364,530432,385435,-6.98,28.0,1685389,1300769,29.56,-
1110,東泥,178352,177810,171547,0.3,3.96,674073,631774,6.69,-
1201,味全,2448508,2428421,2434253,0.82,0.58,9062390,9270897,-2.24,-
1203,味王,467621,549870,444567,-14.95,5.18,1968739,2030184,-3.02,-
1210,大成,7860482,7653696,7038552,2.7,11.67,29824000,28062046,6.27,-
1213,大飲,43192,35509,43163,21.63,0.06,209235,217856,-3.95,-
1215,卜蜂,1428903,1443851,1428802,-1.03,0.0,5587242,5809035,-3.81,-
1216,統一,34615169,35307493,34649804,-1.96,-0.09,143238531,139310448,2.81,-
1217,愛之味,298616,305956,321280,-2.39,-7.05,1152876,1195804,-3.58,-
1218,泰山,736942,683513,858673,7.81,-14.17,2819423,3247335,-13.17,-
1219,福壽,936262,872199,907277,7.34,3.19,3394367,3253540,4.32,-
1220,台榮,246780,275543,290794,-10.43,-15.13,1005624,1075794,-6.52,-
1225,福懋油,1066108,1018326,1239446,4.69,-13.98,4003387,4627976,-13.49,-
1227,佳格,1477143,1300987,1370108,13.54,7.81,6784223,6446437,5.23,-
1229,聯華,460027,434203,447419,5.94,2.81,1708674,1704416,0.24,-
1231,聯華食,395271,392006,377266,0.83,4.77,1685406,1859767,-9.37,-
1232,大統益,1870764,2021873,1722121,-7.47,8.63,7397696,6604605,12.0,-
1233,天仁,159463,147363,151661,8.21,5.14,718486,685052,4.88,-
1234,黑松,418908,362883,467909,15.43,-10.47,1688656,2042764,-17.33,-
1235,興泰,14740,12132,21656,21.49,-31.93,52409,79737,-34.27,-
1236,宏亞,160036,177862,166077,-10.02,-3.63,822015,892381,-7.88,-
1702,南僑,1192849,1168083,1093788,2.12,9.05,4554505,4011790,13.52,-
